"2021-05-11 14:49:30.399551" 227 1060 -833
"2021-05-11 14:51:17.008328" 227 1060 -833
"2021-05-11 14:51:43.773206" 227 1060 -833
"2021-05-11 14:51:45.304258" 227 1060 -833
"2021-05-11 15:07:41.578470" 227 1060 -833
"2021-05-11 15:08:48.250020" 247 1060 -813
"2021-05-11 15:11:56.176300" 247 1060 -813
"2021-05-11 15:12:09.355505" 247 1060 -813
"2021-05-11 15:13:45.904101" 247 1060 -813
"2021-05-11 15:14:34.442844" 247 1060 -813
"2021-05-11 15:15:04.615539" 247 1060 -813
"2021-05-11 15:15:26.459248" 247 1060 -813
"2021-05-11 15:17:03.800134" 247 1060 -813
"2021-05-11 15:17:11.246053" 247 1060 -813
"2021-05-11 15:17:22.202634" 247 1060 -813
"2021-05-11 15:24:24.611952" 247 1060 -813
"2021-05-11 15:39:12.759552" 247 1060 -813
"2021-05-11 15:41:00.208159" 247 1060 -813
"2021-05-11 15:41:03.218270" 247 1060 -813
"2021-05-11 15:41:23.107960" 247 1060 -813
"2021-05-11 15:41:43.527223" 247 1060 -813
"2021-05-11 15:42:17.590642" 247 1060 -813
"2021-05-11 15:44:55.059214" 247 1060 -813
"2021-05-11 15:46:52.563119" 247 1060 -813
"2021-05-11 15:47:14.715634" 247 1060 -813
"2021-05-11 15:47:45.852698" 247 1060 -813
"2021-05-11 15:48:11.344894" 247 1060 -813
"2021-05-11 15:48:52.670960" 247 1060 -813
"2021-05-11 15:49:05.488121" 247 1060 -813
"2021-05-11 15:53:50.219454" 247 1060 -813
"2021-05-11 15:54:07.705390" 247 1060 -813
"2021-05-11 15:54:14.838237" 247 1060 -813
